"Wegvoertuigen";"Brandstofsoort voertuig";"Perioden";"Totaal verkochte wegvoertuigen (aantal)"
"Vrachtauto (excl. trekker voor oplegger)";"Full elektric (BEV)";"2022 juli*";6
"Vrachtauto (excl. trekker voor oplegger)";"Full elektric (BEV)";"2022 augustus*";7
"Vrachtauto (excl. trekker voor oplegger)";"Full elektric (BEV)";"2022 september*";6
"Vrachtauto (excl. trekker voor oplegger)";"Full elektric (BEV)";"2022 oktober*";8
"Vrachtauto (excl. trekker voor oplegger)";"Full elektric (BEV)";"2022 november*";13
"Vrachtauto (excl. trekker voor oplegger)";"Full elektric (BEV)";"2022 december*";18
"Vrachtauto (excl. trekker voor oplegger)";"Full elektric (BEV)";"2023 januari*";23
"Vrachtauto (excl. trekker voor oplegger)";"Full elektric (BEV)";"2023 februari*";47
"Vrachtauto (excl. trekker voor oplegger)";"Full elektric (BEV)";"2023 maart*";62
"Vrachtauto (excl. trekker voor oplegger)";"Full elektric (BEV)";"2023 april*";86
"Vrachtauto (excl. trekker voor oplegger)";"Full elektric (BEV)";"2023 mei*";132
"Vrachtauto (excl. trekker voor oplegger)";"Full elektric (BEV)";"2023 juni*";71
"Vrachtauto (excl. trekker voor oplegger)";"Full elektric (BEV)";"2023 juli*";51
"Vrachtauto (excl. trekker voor oplegger)";"Full elektric (BEV)";"2023 augustus*";43
"Vrachtauto (excl. trekker voor oplegger)";"Full elektric (BEV)";"2023 september*";347
"Vrachtauto (excl. trekker voor oplegger)";"Full elektric (BEV)";"2023 oktober*";19
"Vrachtauto (excl. trekker voor oplegger)";"Full elektric (BEV)";"2023 november*";31
"Vrachtauto (excl. trekker voor oplegger)";"Full elektric (BEV)";"2023 december*";19
"Vrachtauto (excl. trekker voor oplegger)";"Full elektric (BEV)";"2024 januari*";34
"Vrachtauto (excl. trekker voor oplegger)";"Full elektric (BEV)";"2024 februari*";31
"Vrachtauto (excl. trekker voor oplegger)";"Full elektric (BEV)";"2024 maart*";31
"Vrachtauto (excl. trekker voor oplegger)";"Full elektric (BEV)";"2024 april*";73
"Vrachtauto (excl. trekker voor oplegger)";"Full elektric (BEV)";"2024 mei*";47
"Vrachtauto (excl. trekker voor oplegger)";"Full elektric (BEV)";"2024 juni*";39
"Vrachtauto (excl. trekker voor oplegger)";"Full elektric (BEV)";"2024 juli*";62
"Vrachtauto (excl. trekker voor oplegger)";"Full elektric (BEV)";"2024 augustus*";28
"Vrachtauto (excl. trekker voor oplegger)";"Full elektric (BEV)";"2024 september*";27
"Vrachtauto (excl. trekker voor oplegger)";"Full elektric (BEV)";"2024 oktober*";43
"Vrachtauto (excl. trekker voor oplegger)";"Full elektric (BEV)";"2024 november*";29
"Vrachtauto (excl. trekker voor oplegger)";"Full elektric (BEV)";"2024 december*";64
"Vrachtauto (excl. trekker voor oplegger)";"Full elektric (BEV)";"2025 januari*";37
"Vrachtauto (excl. trekker voor oplegger)";"Full elektric (BEV)";"2025 februari*";100
"Vrachtauto (excl. trekker voor oplegger)";"Full elektric (BEV)";"2025 maart*";432
"Vrachtauto (excl. trekker voor oplegger)";"Full elektric (BEV)";"2025 april*";102
"Vrachtauto (excl. trekker voor oplegger)";"Full elektric (BEV)";"2025 mei*";59
"Vrachtauto (excl. trekker voor oplegger)";"Full elektric (BEV)";"2025 juni*";84
"Vrachtauto (excl. trekker voor oplegger)";"Full elektric (BEV)";"2025 juli*";101
"Vrachtauto (excl. trekker voor oplegger)";"Full elektric (BEV)";"2025 augustus*";75
"Vrachtauto (excl. trekker voor oplegger)";"Full elektric (BEV)";"2025 september*";85
"Vrachtauto (excl. trekker voor oplegger)";"Totaal hybrides";"2021 januari";2
"Vrachtauto (excl. trekker voor oplegger)";"Totaal hybrides";"2021 februari";1
"Vrachtauto (excl. trekker voor oplegger)";"Totaal hybrides";"2021 maart";1
"Vrachtauto (excl. trekker voor oplegger)";"Totaal hybrides";"2021 april";0
"Vrachtauto (excl. trekker voor oplegger)";"Totaal hybrides";"2021 mei";1
"Vrachtauto (excl. trekker voor oplegger)";"Totaal hybrides";"2021 juni";0
"Vrachtauto (excl. trekker voor oplegger)";"Totaal hybrides";"2021 juli";2
"Vrachtauto (excl. trekker voor oplegger)";"Totaal hybrides";"2021 augustus";0
"Vrachtauto (excl. trekker voor oplegger)";"Totaal hybrides";"2021 september";0
"Vrachtauto (excl. trekker voor oplegger)";"Totaal hybrides";"2021 oktober";1
"Vrachtauto (excl. trekker voor oplegger)";"Totaal hybrides";"2021 november";1
"Vrachtauto (excl. trekker voor oplegger)";"Totaal hybrides";"2021 december";1
"Vrachtauto (excl. trekker voor oplegger)";"Totaal hybrides";"2022 januari*";1
"Vrachtauto (excl. trekker voor oplegger)";"Totaal hybrides";"2022 februari*";0
"Vrachtauto (excl. trekker voor oplegger)";"Totaal hybrides";"2022 maart*";1
"Vrachtauto (excl. trekker voor oplegger)";"Totaal hybrides";"2022 april*";0
"Vrachtauto (excl. trekker voor oplegger)";"Totaal hybrides";"2022 mei*";4
"Vrachtauto (excl. trekker voor oplegger)";"Totaal hybrides";"2022 juni*";0
"Vrachtauto (excl. trekker voor oplegger)";"Totaal hybrides";"2022 juli*";0
"Vrachtauto (excl. trekker voor oplegger)";"Totaal hybrides";"2022 augustus*";0
"Vrachtauto (excl. trekker voor oplegger)";"Totaal hybrides";"2022 september*";2
"Vrachtauto (excl. trekker voor oplegger)";"Totaal hybrides";"2022 oktober*";1
"Vrachtauto (excl. trekker voor oplegger)";"Totaal hybrides";"2022 november*";0
"Vrachtauto (excl. trekker voor oplegger)";"Totaal hybrides";"2022 december*";0
"Vrachtauto (excl. trekker voor oplegger)";"Totaal hybrides";"2023 januari*";3
"Vrachtauto (excl. trekker voor oplegger)";"Totaal hybrides";"2023 februari*";0
"Vrachtauto (excl. trekker voor oplegger)";"Totaal hybrides";"2023 maart*";1
"Vrachtauto (excl. trekker voor oplegger)";"Totaal hybrides";"2023 april*";2
"Vrachtauto (excl. trekker voor oplegger)";"Totaal hybrides";"2023 mei*";2
"Vrachtauto (excl. trekker voor oplegger)";"Totaal hybrides";"2023 juni*";2
"Vrachtauto (excl. trekker voor oplegger)";"Totaal hybrides";"2023 juli*";0
"Vrachtauto (excl. trekker voor oplegger)";"Totaal hybrides";"2023 augustus*";9
"Vrachtauto (excl. trekker voor oplegger)";"Totaal hybrides";"2023 september*";2
"Vrachtauto (excl. trekker voor oplegger)";"Totaal hybrides";"2023 oktober*";1
"Vrachtauto (excl. trekker voor oplegger)";"Totaal hybrides";"2023 november*";5
"Vrachtauto (excl. trekker voor oplegger)";"Totaal hybrides";"2023 december*";5
"Vrachtauto (excl. trekker voor oplegger)";"Totaal hybrides";"2024 januari*";2
"Vrachtauto (excl. trekker voor oplegger)";"Totaal hybrides";"2024 februari*";1
"Vrachtauto (excl. trekker voor oplegger)";"Totaal hybrides";"2024 maart*";1
"Vrachtauto (excl. trekker voor oplegger)";"Totaal hybrides";"2024 april*";4
"Vrachtauto (excl. trekker voor oplegger)";"Totaal hybrides";"2024 mei*";2
"Vrachtauto (excl. trekker voor oplegger)";"Totaal hybrides";"2024 juni*";1
"Vrachtauto (excl. trekker voor oplegger)";"Totaal hybrides";"2024 juli*";6
"Vrachtauto (excl. trekker voor oplegger)";"Totaal hybrides";"2024 augustus*";3
"Vrachtauto (excl. trekker voor oplegger)";"Totaal hybrides";"2024 september*";0
"Vrachtauto (excl. trekker voor oplegger)";"Totaal hybrides";"2024 oktober*";0
"Vrachtauto (excl. trekker voor oplegger)";"Totaal hybrides";"2024 november*";0
"Vrachtauto (excl. trekker voor oplegger)";"Totaal hybrides";"2024 december*";0
"Vrachtauto (excl. trekker voor oplegger)";"Totaal hybrides";"2025 januari*";1
"Vrachtauto (excl. trekker voor oplegger)";"Totaal hybrides";"2025 februari*";0
"Vrachtauto (excl. trekker voor oplegger)";"Totaal hybrides";"2025 maart*";1
"Vrachtauto (excl. trekker voor oplegger)";"Totaal hybrides";"2025 april*";1
"Vrachtauto (excl. trekker voor oplegger)";"Totaal hybrides";"2025 mei*";0
"Vrachtauto (excl. trekker voor oplegger)";"Totaal hybrides";"2025 juni*";0
"Vrachtauto (excl. trekker voor oplegger)";"Totaal hybrides";"2025 juli*";0
"Vrachtauto (excl. trekker voor oplegger)";"Totaal hybrides";"2025 augustus*";2
"Vrachtauto (excl. trekker voor oplegger)";"Totaal hybrides";"2025 september*";0
"Vrachtauto (excl. trekker voor oplegger)";"Overige/onbekende brandstof";"2021 januari";4
"Vrachtauto (excl. trekker voor oplegger)";"Overige/onbekende brandstof";"2021 februari";7
"Vrachtauto (excl. trekker voor oplegger)";"Overige/onbekende brandstof";"2021 maart";14
"Vrachtauto (excl. trekker voor oplegger)";"Overige/onbekende brandstof";"2021 april";5
"Vrachtauto (excl. trekker voor oplegger)";"Overige/onbekende brandstof";"2021 mei";8
"Vrachtauto (excl. trekker voor oplegger)";"Overige/onbekende brandstof";"2021 juni";3
"Vrachtauto (excl. trekker voor oplegger)";"Overige/onbekende brandstof";"2021 juli";1
"Vrachtauto (excl. trekker voor oplegger)";"Overige/onbekende brandstof";"2021 augustus";2
"Vrachtauto (excl. trekker voor oplegger)";"Overige/onbekende brandstof";"2021 september";3
"Vrachtauto (excl. trekker voor oplegger)";"Overige/onbekende brandstof";"2021 oktober";5
"Vrachtauto (excl. trekker voor oplegger)";"Overige/onbekende brandstof";"2021 november";4
"Vrachtauto (excl. trekker voor oplegger)";"Overige/onbekende brandstof";"2021 december";7
"Vrachtauto (excl. trekker voor oplegger)";"Overige/onbekende brandstof";"2022 januari*";7
"Vrachtauto (excl. trekker voor oplegger)";"Overige/onbekende brandstof";"2022 februari*";4
"Vrachtauto (excl. trekker voor oplegger)";"Overige/onbekende brandstof";"2022 maart*";5
"Vrachtauto (excl. trekker voor oplegger)";"Overige/onbekende brandstof";"2022 april*";2
"Vrachtauto (excl. trekker voor oplegger)";"Overige/onbekende brandstof";"2022 mei*";1
"Vrachtauto (excl. trekker voor oplegger)";"Overige/onbekende brandstof";"2022 juni*";0
"Vrachtauto (excl. trekker voor oplegger)";"Overige/onbekende brandstof";"2022 juli*";0
"Vrachtauto (excl. trekker voor oplegger)";"Overige/onbekende brandstof";"2022 augustus*";3
"Vrachtauto (excl. trekker voor oplegger)";"Overige/onbekende brandstof";"2022 september*";1
"Vrachtauto (excl. trekker voor oplegger)";"Overige/onbekende brandstof";"2022 oktober*";7
"Vrachtauto (excl. trekker voor oplegger)";"Overige/onbekende brandstof";"2022 november*";3
"Vrachtauto (excl. trekker voor oplegger)";"Overige/onbekende brandstof";"2022 december*";4
"Vrachtauto (excl. trekker voor oplegger)";"Overige/onbekende brandstof";"2023 januari*";4
"Vrachtauto (excl. trekker voor oplegger)";"Overige/onbekende brandstof";"2023 februari*";0
"Vrachtauto (excl. trekker voor oplegger)";"Overige/onbekende brandstof";"2023 maart*";2
"Vrachtauto (excl. trekker voor oplegger)";"Overige/onbekende brandstof";"2023 april*";4
"Vrachtauto (excl. trekker voor oplegger)";"Overige/onbekende brandstof";"2023 mei*";1
"Vrachtauto (excl. trekker voor oplegger)";"Overige/onbekende brandstof";"2023 juni*";2
"Vrachtauto (excl. trekker voor oplegger)";"Overige/onbekende brandstof";"2023 juli*";2
"Vrachtauto (excl. trekker voor oplegger)";"Overige/onbekende brandstof";"2023 augustus*";2
"Vrachtauto (excl. trekker voor oplegger)";"Overige/onbekende brandstof";"2023 september*";5
"Vrachtauto (excl. trekker voor oplegger)";"Overige/onbekende brandstof";"2023 oktober*";5
"Vrachtauto (excl. trekker voor oplegger)";"Overige/onbekende brandstof";"2023 november*";5
"Vrachtauto (excl. trekker voor oplegger)";"Overige/onbekende brandstof";"2023 december*";0
"Vrachtauto (excl. trekker voor oplegger)";"Overige/onbekende brandstof";"2024 januari*";2
"Vrachtauto (excl. trekker voor oplegger)";"Overige/onbekende brandstof";"2024 februari*";2
"Vrachtauto (excl. trekker voor oplegger)";"Overige/onbekende brandstof";"2024 maart*";1
"Vrachtauto (excl. trekker voor oplegger)";"Overige/onbekende brandstof";"2024 april*";8
"Vrachtauto (excl. trekker voor oplegger)";"Overige/onbekende brandstof";"2024 mei*";0
"Vrachtauto (excl. trekker voor oplegger)";"Overige/onbekende brandstof";"2024 juni*";4
"Vrachtauto (excl. trekker voor oplegger)";"Overige/onbekende brandstof";"2024 juli*";5
"Vrachtauto (excl. trekker voor oplegger)";"Overige/onbekende brandstof";"2024 augustus*";2
"Vrachtauto (excl. trekker voor oplegger)";"Overige/onbekende brandstof";"2024 september*";1
"Vrachtauto (excl. trekker voor oplegger)";"Overige/onbekende brandstof";"2024 oktober*";3
"Vrachtauto (excl. trekker voor oplegger)";"Overige/onbekende brandstof";"2024 november*";5
"Vrachtauto (excl. trekker voor oplegger)";"Overige/onbekende brandstof";"2024 december*";11
"Vrachtauto (excl. trekker voor oplegger)";"Overige/onbekende brandstof";"2025 januari*";7
"Vrachtauto (excl. trekker voor oplegger)";"Overige/onbekende brandstof";"2025 februari*";5
"Vrachtauto (excl. trekker voor oplegger)";"Overige/onbekende brandstof";"2025 maart*";2
"Vrachtauto (excl. trekker voor oplegger)";"Overige/onbekende brandstof";"2025 april*";5
"Vrachtauto (excl. trekker voor oplegger)";"Overige/onbekende brandstof";"2025 mei*";1
"Vrachtauto (excl. trekker voor oplegger)";"Overige/onbekende brandstof";"2025 juni*";11
"Vrachtauto (excl. trekker voor oplegger)";"Overige/onbekende brandstof";"2025 juli*";9
"Vrachtauto (excl. trekker voor oplegger)";"Overige/onbekende brandstof";"2025 augustus*";11
"Vrachtauto (excl. trekker voor oplegger)";"Overige/onbekende brandstof";"2025 september*";4
"Trekker voor oplegger";"Totaal";"2021 januari";2155
"Trekker voor oplegger";"Totaal";"2021 februari";1775
"Trekker voor oplegger";"Totaal";"2021 maart";2126
"Trekker voor oplegger";"Totaal";"2021 april";1747
"Trekker voor oplegger";"Totaal";"2021 mei";1595
"Trekker voor oplegger";"Totaal";"2021 juni";1666
"Trekker voor oplegger";"Totaal";"2021 juli";1563
"Trekker voor oplegger";"Totaal";"2021 augustus";1251
"Trekker voor oplegger";"Totaal";"2021 september";1525
"Trekker voor oplegger";"Totaal";"2021 oktober";1627
"Trekker voor oplegger";"Totaal";"2021 november";1763
"Trekker voor oplegger";"Totaal";"2021 december";1678
"Trekker voor oplegger";"Totaal";"2022 januari*";2893
"Trekker voor oplegger";"Totaal";"2022 februari*";1709
"Trekker voor oplegger";"Totaal";"2022 maart*";2267
"Trekker voor oplegger";"Totaal";"2022 april*";1786
"Trekker voor oplegger";"Totaal";"2022 mei*";1834
"Trekker voor oplegger";"Totaal";"2022 juni*";1805
"Trekker voor oplegger";"Totaal";"2022 juli*";1576
"Trekker voor oplegger";"Totaal";"2022 augustus*";1471
"Trekker voor oplegger";"Totaal";"2022 september*";1726
"Trekker voor oplegger";"Totaal";"2022 oktober*";2006
"Trekker voor oplegger";"Totaal";"2022 november*";2022
"Trekker voor oplegger";"Totaal";"2022 december*";1566
"Trekker voor oplegger";"Totaal";"2023 januari*";2279
"Trekker voor oplegger";"Totaal";"2023 februari*";1940
"Trekker voor oplegger";"Totaal";"2023 maart*";2465
"Trekker voor oplegger";"Totaal";"2023 april*";1755
"Trekker voor oplegger";"Totaal";"2023 mei*";1801
"Trekker voor oplegger";"Totaal";"2023 juni*";1885
"Trekker voor oplegger";"Totaal";"2023 juli*";1712
"Trekker voor oplegger";"Totaal";"2023 augustus*";2142
"Trekker voor oplegger";"Totaal";"2023 september*";1517
"Trekker voor oplegger";"Totaal";"2023 oktober*";1781
"Trekker voor oplegger";"Totaal";"2023 november*";1787
"Trekker voor oplegger";"Totaal";"2023 december*";1405
"Trekker voor oplegger";"Totaal";"2024 januari*";2334
"Trekker voor oplegger";"Totaal";"2024 februari*";1838
"Trekker voor oplegger";"Totaal";"2024 maart*";2027
"Trekker voor oplegger";"Totaal";"2024 april*";1897
"Trekker voor oplegger";"Totaal";"2024 mei*";1664
"Trekker voor oplegger";"Totaal";"2024 juni*";1783
"Trekker voor oplegger";"Totaal";"2024 juli*";1538
"Trekker voor oplegger";"Totaal";"2024 augustus*";1329
"Trekker voor oplegger";"Totaal";"2024 september*";1672
"Trekker voor oplegger";"Totaal";"2024 oktober*";1949
"Trekker voor oplegger";"Totaal";"2024 november*";1945
"Trekker voor oplegger";"Totaal";"2024 december*";3059
"Trekker voor oplegger";"Totaal";"2025 januari*";1748
"Trekker voor oplegger";"Totaal";"2025 februari*";1545
"Trekker voor oplegger";"Totaal";"2025 maart*";1750
"Trekker voor oplegger";"Totaal";"2025 april*";1747
"Trekker voor oplegger";"Totaal";"2025 mei*";1630
"Trekker voor oplegger";"Totaal";"2025 juni*";2087
"Trekker voor oplegger";"Totaal";"2025 juli*";1630
"Trekker voor oplegger";"Totaal";"2025 augustus*";1290
"Trekker voor oplegger";"Totaal";"2025 september*";1806
"Trekker voor oplegger";"Benzine";"2021 januari";0
"Trekker voor oplegger";"Benzine";"2021 februari";1
"Trekker voor oplegger";"Benzine";"2021 maart";0
"Trekker voor oplegger";"Benzine";"2021 april";1
"Trekker voor oplegger";"Benzine";"2021 mei";2
"Trekker voor oplegger";"Benzine";"2021 juni";0
"Trekker voor oplegger";"Benzine";"2021 juli";0
"Trekker voor oplegger";"Benzine";"2021 augustus";0
"Trekker voor oplegger";"Benzine";"2021 september";0
"Trekker voor oplegger";"Benzine";"2021 oktober";0
"Trekker voor oplegger";"Benzine";"2021 november";0
"Trekker voor oplegger";"Benzine";"2021 december";0
"Trekker voor oplegger";"Benzine";"2022 januari*";0
"Trekker voor oplegger";"Benzine";"2022 februari*";1
"Trekker voor oplegger";"Benzine";"2022 maart*";1
"Trekker voor oplegger";"Benzine";"2022 april*";0
"Trekker voor oplegger";"Benzine";"2022 mei*";1
"Trekker voor oplegger";"Benzine";"2022 juni*";0
"Trekker voor oplegger";"Benzine";"2022 juli*";2
"Trekker voor oplegger";"Benzine";"2022 augustus*";0
"Trekker voor oplegger";"Benzine";"2022 september*";0
"Trekker voor oplegger";"Benzine";"2022 oktober*";0
"Trekker voor oplegger";"Benzine";"2022 november*";0
"Trekker voor oplegger";"Benzine";"2022 december*";1
"Trekker voor oplegger";"Benzine";"2023 januari*";0
"Trekker voor oplegger";"Benzine";"2023 februari*";2
"Trekker voor oplegger";"Benzine";"2023 maart*";0
"Trekker voor oplegger";"Benzine";"2023 april*";0
"Trekker voor oplegger";"Benzine";"2023 mei*";0
"Trekker voor oplegger";"Benzine";"2023 juni*";0
"Trekker voor oplegger";"Benzine";"2023 juli*";1
"Trekker voor oplegger";"Benzine";"2023 augustus*";0
"Trekker voor oplegger";"Benzine";"2023 september*";0
"Trekker voor oplegger";"Benzine";"2023 oktober*";1
"Trekker voor oplegger";"Benzine";"2023 november*";0
"Trekker voor oplegger";"Benzine";"2023 december*";0
"Trekker voor oplegger";"Benzine";"2024 januari*";0
"Trekker voor oplegger";"Benzine";"2024 februari*";0
"Trekker voor oplegger";"Benzine";"2024 maart*";1
"Trekker voor oplegger";"Benzine";"2024 april*";0
"Trekker voor oplegger";"Benzine";"2024 mei*";0
"Trekker voor oplegger";"Benzine";"2024 juni*";1
"Trekker voor oplegger";"Benzine";"2024 juli*";0
"Trekker voor oplegger";"Benzine";"2024 augustus*";0
"Trekker voor oplegger";"Benzine";"2024 september*";1
"Trekker voor oplegger";"Benzine";"2024 oktober*";1
"Trekker voor oplegger";"Benzine";"2024 november*";0
"Trekker voor oplegger";"Benzine";"2024 december*";4
"Trekker voor oplegger";"Benzine";"2025 januari*";0
"Trekker voor oplegger";"Benzine";"2025 februari*";0
"Trekker voor oplegger";"Benzine";"2025 maart*";0
"Trekker voor oplegger";"Benzine";"2025 april*";0
"Trekker voor oplegger";"Benzine";"2025 mei*";0
"Trekker voor oplegger";"Benzine";"2025 juni*";0
"Trekker voor oplegger";"Benzine";"2025 juli*";0
"Trekker voor oplegger";"Benzine";"2025 augustus*";1
"Trekker voor oplegger";"Benzine";"2025 september*";0
"Trekker voor oplegger";"Diesel";"2021 januari";2091
"Trekker voor oplegger";"Diesel";"2021 februari";1708
"Trekker voor oplegger";"Diesel";"2021 maart";2054
"Trekker voor oplegger";"Diesel";"2021 april";1688
"Trekker voor oplegger";"Diesel";"2021 mei";1543
