"Wegvoertuigen";"Brandstofsoort voertuig";"Perioden";"Totaal verkochte wegvoertuigen (aantal)"
"Speciaal voertuig";"Benzine";"2022 november*";5
"Speciaal voertuig";"Benzine";"2022 december*";3
"Speciaal voertuig";"Benzine";"2023 januari*";6
"Speciaal voertuig";"Benzine";"2023 februari*";3
"Speciaal voertuig";"Benzine";"2023 maart*";1
"Speciaal voertuig";"Benzine";"2023 april*";0
"Speciaal voertuig";"Benzine";"2023 mei*";4
"Speciaal voertuig";"Benzine";"2023 juni*";4
"Speciaal voertuig";"Benzine";"2023 juli*";4
"Speciaal voertuig";"Benzine";"2023 augustus*";1
"Speciaal voertuig";"Benzine";"2023 september*";3
"Speciaal voertuig";"Benzine";"2023 oktober*";1
"Speciaal voertuig";"Benzine";"2023 november*";4
"Speciaal voertuig";"Benzine";"2023 december*";3
"Speciaal voertuig";"Benzine";"2024 januari*";3
"Speciaal voertuig";"Benzine";"2024 februari*";2
"Speciaal voertuig";"Benzine";"2024 maart*";2
"Speciaal voertuig";"Benzine";"2024 april*";0
"Speciaal voertuig";"Benzine";"2024 mei*";0
"Speciaal voertuig";"Benzine";"2024 juni*";0
"Speciaal voertuig";"Benzine";"2024 juli*";2
"Speciaal voertuig";"Benzine";"2024 augustus*";4
"Speciaal voertuig";"Benzine";"2024 september*";0
"Speciaal voertuig";"Benzine";"2024 oktober*";0
"Speciaal voertuig";"Benzine";"2024 november*";2
"Speciaal voertuig";"Benzine";"2024 december*";2
"Speciaal voertuig";"Benzine";"2025 januari*";2
"Speciaal voertuig";"Benzine";"2025 februari*";1
"Speciaal voertuig";"Benzine";"2025 maart*";5
"Speciaal voertuig";"Benzine";"2025 april*";4
"Speciaal voertuig";"Benzine";"2025 mei*";4
"Speciaal voertuig";"Benzine";"2025 juni*";1
"Speciaal voertuig";"Benzine";"2025 juli*";5
"Speciaal voertuig";"Benzine";"2025 augustus*";6
"Speciaal voertuig";"Benzine";"2025 september*";3
"Speciaal voertuig";"Diesel";"2021 januari";251
"Speciaal voertuig";"Diesel";"2021 februari";250
"Speciaal voertuig";"Diesel";"2021 maart";259
"Speciaal voertuig";"Diesel";"2021 april";248
"Speciaal voertuig";"Diesel";"2021 mei";197
"Speciaal voertuig";"Diesel";"2021 juni";190
"Speciaal voertuig";"Diesel";"2021 juli";229
"Speciaal voertuig";"Diesel";"2021 augustus";161
"Speciaal voertuig";"Diesel";"2021 september";193
"Speciaal voertuig";"Diesel";"2021 oktober";195
"Speciaal voertuig";"Diesel";"2021 november";261
"Speciaal voertuig";"Diesel";"2021 december";208
"Speciaal voertuig";"Diesel";"2022 januari*";280
"Speciaal voertuig";"Diesel";"2022 februari*";242
"Speciaal voertuig";"Diesel";"2022 maart*";230
"Speciaal voertuig";"Diesel";"2022 april*";199
"Speciaal voertuig";"Diesel";"2022 mei*";196
"Speciaal voertuig";"Diesel";"2022 juni*";188
"Speciaal voertuig";"Diesel";"2022 juli*";242
"Speciaal voertuig";"Diesel";"2022 augustus*";139
"Speciaal voertuig";"Diesel";"2022 september*";192
"Speciaal voertuig";"Diesel";"2022 oktober*";204
"Speciaal voertuig";"Diesel";"2022 november*";212
"Speciaal voertuig";"Diesel";"2022 december*";228
"Speciaal voertuig";"Diesel";"2023 januari*";282
"Speciaal voertuig";"Diesel";"2023 februari*";209
"Speciaal voertuig";"Diesel";"2023 maart*";266
"Speciaal voertuig";"Diesel";"2023 april*";194
"Speciaal voertuig";"Diesel";"2023 mei*";236
"Speciaal voertuig";"Diesel";"2023 juni*";244
"Speciaal voertuig";"Diesel";"2023 juli*";257
"Speciaal voertuig";"Diesel";"2023 augustus*";266
"Speciaal voertuig";"Diesel";"2023 september*";230
"Speciaal voertuig";"Diesel";"2023 oktober*";241
"Speciaal voertuig";"Diesel";"2023 november*";246
"Speciaal voertuig";"Diesel";"2023 december*";222
"Speciaal voertuig";"Diesel";"2024 januari*";282
"Speciaal voertuig";"Diesel";"2024 februari*";251
"Speciaal voertuig";"Diesel";"2024 maart*";278
"Speciaal voertuig";"Diesel";"2024 april*";410
"Speciaal voertuig";"Diesel";"2024 mei*";278
"Speciaal voertuig";"Diesel";"2024 juni*";256
"Speciaal voertuig";"Diesel";"2024 juli*";305
"Speciaal voertuig";"Diesel";"2024 augustus*";174
"Speciaal voertuig";"Diesel";"2024 september*";205
"Speciaal voertuig";"Diesel";"2024 oktober*";292
"Speciaal voertuig";"Diesel";"2024 november*";300
"Speciaal voertuig";"Diesel";"2024 december*";512
"Speciaal voertuig";"Diesel";"2025 januari*";319
"Speciaal voertuig";"Diesel";"2025 februari*";285
"Speciaal voertuig";"Diesel";"2025 maart*";249
"Speciaal voertuig";"Diesel";"2025 april*";217
"Speciaal voertuig";"Diesel";"2025 mei*";232
"Speciaal voertuig";"Diesel";"2025 juni*";191
"Speciaal voertuig";"Diesel";"2025 juli*";262
"Speciaal voertuig";"Diesel";"2025 augustus*";182
"Speciaal voertuig";"Diesel";"2025 september*";275
"Speciaal voertuig";"Lpg";"2021 januari";0
"Speciaal voertuig";"Lpg";"2021 februari";0
"Speciaal voertuig";"Lpg";"2021 maart";0
"Speciaal voertuig";"Lpg";"2021 april";0
"Speciaal voertuig";"Lpg";"2021 mei";0
"Speciaal voertuig";"Lpg";"2021 juni";0
"Speciaal voertuig";"Lpg";"2021 juli";0
"Speciaal voertuig";"Lpg";"2021 augustus";0
"Speciaal voertuig";"Lpg";"2021 september";0
"Speciaal voertuig";"Lpg";"2021 oktober";1
"Speciaal voertuig";"Lpg";"2021 november";2
"Speciaal voertuig";"Lpg";"2021 december";0
"Speciaal voertuig";"Lpg";"2022 januari*";0
"Speciaal voertuig";"Lpg";"2022 februari*";0
"Speciaal voertuig";"Lpg";"2022 maart*";0
"Speciaal voertuig";"Lpg";"2022 april*";0
"Speciaal voertuig";"Lpg";"2022 mei*";0
"Speciaal voertuig";"Lpg";"2022 juni*";0
"Speciaal voertuig";"Lpg";"2022 juli*";0
"Speciaal voertuig";"Lpg";"2022 augustus*";0
"Speciaal voertuig";"Lpg";"2022 september*";0
"Speciaal voertuig";"Lpg";"2022 oktober*";1
"Speciaal voertuig";"Lpg";"2022 november*";0
"Speciaal voertuig";"Lpg";"2022 december*";0
"Speciaal voertuig";"Lpg";"2023 januari*";0
"Speciaal voertuig";"Lpg";"2023 februari*";0
"Speciaal voertuig";"Lpg";"2023 maart*";0
"Speciaal voertuig";"Lpg";"2023 april*";1
"Speciaal voertuig";"Lpg";"2023 mei*";1
"Speciaal voertuig";"Lpg";"2023 juni*";1
"Speciaal voertuig";"Lpg";"2023 juli*";0
"Speciaal voertuig";"Lpg";"2023 augustus*";0
"Speciaal voertuig";"Lpg";"2023 september*";0
"Speciaal voertuig";"Lpg";"2023 oktober*";0
"Speciaal voertuig";"Lpg";"2023 november*";0
"Speciaal voertuig";"Lpg";"2023 december*";0
"Speciaal voertuig";"Lpg";"2024 januari*";0
"Speciaal voertuig";"Lpg";"2024 februari*";0
"Speciaal voertuig";"Lpg";"2024 maart*";0
"Speciaal voertuig";"Lpg";"2024 april*";0
"Speciaal voertuig";"Lpg";"2024 mei*";0
"Speciaal voertuig";"Lpg";"2024 juni*";0
"Speciaal voertuig";"Lpg";"2024 juli*";0
"Speciaal voertuig";"Lpg";"2024 augustus*";0
"Speciaal voertuig";"Lpg";"2024 september*";1
"Speciaal voertuig";"Lpg";"2024 oktober*";0
"Speciaal voertuig";"Lpg";"2024 november*";1
"Speciaal voertuig";"Lpg";"2024 december*";0
"Speciaal voertuig";"Lpg";"2025 januari*";1
"Speciaal voertuig";"Lpg";"2025 februari*";0
"Speciaal voertuig";"Lpg";"2025 maart*";0
"Speciaal voertuig";"Lpg";"2025 april*";1
"Speciaal voertuig";"Lpg";"2025 mei*";0
"Speciaal voertuig";"Lpg";"2025 juni*";0
"Speciaal voertuig";"Lpg";"2025 juli*";0
"Speciaal voertuig";"Lpg";"2025 augustus*";0
"Speciaal voertuig";"Lpg";"2025 september*";0
"Speciaal voertuig";"Full elektric (BEV)";"2021 januari";0
"Speciaal voertuig";"Full elektric (BEV)";"2021 februari";1
"Speciaal voertuig";"Full elektric (BEV)";"2021 maart";2
"Speciaal voertuig";"Full elektric (BEV)";"2021 april";0
"Speciaal voertuig";"Full elektric (BEV)";"2021 mei";1
"Speciaal voertuig";"Full elektric (BEV)";"2021 juni";2
"Speciaal voertuig";"Full elektric (BEV)";"2021 juli";1
"Speciaal voertuig";"Full elektric (BEV)";"2021 augustus";1
"Speciaal voertuig";"Full elektric (BEV)";"2021 september";0
"Speciaal voertuig";"Full elektric (BEV)";"2021 oktober";2
"Speciaal voertuig";"Full elektric (BEV)";"2021 november";4
"Speciaal voertuig";"Full elektric (BEV)";"2021 december";2
"Speciaal voertuig";"Full elektric (BEV)";"2022 januari*";2
"Speciaal voertuig";"Full elektric (BEV)";"2022 februari*";0
"Speciaal voertuig";"Full elektric (BEV)";"2022 maart*";2
"Speciaal voertuig";"Full elektric (BEV)";"2022 april*";0
"Speciaal voertuig";"Full elektric (BEV)";"2022 mei*";1
"Speciaal voertuig";"Full elektric (BEV)";"2022 juni*";4
"Speciaal voertuig";"Full elektric (BEV)";"2022 juli*";5
"Speciaal voertuig";"Full elektric (BEV)";"2022 augustus*";6
"Speciaal voertuig";"Full elektric (BEV)";"2022 september*";4
"Speciaal voertuig";"Full elektric (BEV)";"2022 oktober*";5
"Speciaal voertuig";"Full elektric (BEV)";"2022 november*";5
"Speciaal voertuig";"Full elektric (BEV)";"2022 december*";1
"Speciaal voertuig";"Full elektric (BEV)";"2023 januari*";7
"Speciaal voertuig";"Full elektric (BEV)";"2023 februari*";8
"Speciaal voertuig";"Full elektric (BEV)";"2023 maart*";8
"Speciaal voertuig";"Full elektric (BEV)";"2023 april*";3
"Speciaal voertuig";"Full elektric (BEV)";"2023 mei*";3
"Speciaal voertuig";"Full elektric (BEV)";"2023 juni*";3
"Speciaal voertuig";"Full elektric (BEV)";"2023 juli*";7
"Speciaal voertuig";"Full elektric (BEV)";"2023 augustus*";6
"Speciaal voertuig";"Full elektric (BEV)";"2023 september*";13
"Speciaal voertuig";"Full elektric (BEV)";"2023 oktober*";7
"Speciaal voertuig";"Full elektric (BEV)";"2023 november*";8
"Speciaal voertuig";"Full elektric (BEV)";"2023 december*";1
"Speciaal voertuig";"Full elektric (BEV)";"2024 januari*";12
"Speciaal voertuig";"Full elektric (BEV)";"2024 februari*";7
"Speciaal voertuig";"Full elektric (BEV)";"2024 maart*";6
"Speciaal voertuig";"Full elektric (BEV)";"2024 april*";26
"Speciaal voertuig";"Full elektric (BEV)";"2024 mei*";11
"Speciaal voertuig";"Full elektric (BEV)";"2024 juni*";4
"Speciaal voertuig";"Full elektric (BEV)";"2024 juli*";6
"Speciaal voertuig";"Full elektric (BEV)";"2024 augustus*";1
"Speciaal voertuig";"Full elektric (BEV)";"2024 september*";3
"Speciaal voertuig";"Full elektric (BEV)";"2024 oktober*";8
"Speciaal voertuig";"Full elektric (BEV)";"2024 november*";10
"Speciaal voertuig";"Full elektric (BEV)";"2024 december*";9
"Speciaal voertuig";"Full elektric (BEV)";"2025 januari*";10
"Speciaal voertuig";"Full elektric (BEV)";"2025 februari*";8
"Speciaal voertuig";"Full elektric (BEV)";"2025 maart*";12
"Speciaal voertuig";"Full elektric (BEV)";"2025 april*";5
"Speciaal voertuig";"Full elektric (BEV)";"2025 mei*";18
"Speciaal voertuig";"Full elektric (BEV)";"2025 juni*";11
"Speciaal voertuig";"Full elektric (BEV)";"2025 juli*";15
"Speciaal voertuig";"Full elektric (BEV)";"2025 augustus*";18
"Speciaal voertuig";"Full elektric (BEV)";"2025 september*";13
"Speciaal voertuig";"Totaal hybrides";"2021 januari";0
"Speciaal voertuig";"Totaal hybrides";"2021 februari";1
"Speciaal voertuig";"Totaal hybrides";"2021 maart";1
"Speciaal voertuig";"Totaal hybrides";"2021 april";0
"Speciaal voertuig";"Totaal hybrides";"2021 mei";0
"Speciaal voertuig";"Totaal hybrides";"2021 juni";0
"Speciaal voertuig";"Totaal hybrides";"2021 juli";0
"Speciaal voertuig";"Totaal hybrides";"2021 augustus";2
"Speciaal voertuig";"Totaal hybrides";"2021 september";0
"Speciaal voertuig";"Totaal hybrides";"2021 oktober";0
"Speciaal voertuig";"Totaal hybrides";"2021 november";0
"Speciaal voertuig";"Totaal hybrides";"2021 december";3
"Speciaal voertuig";"Totaal hybrides";"2022 januari*";3
"Speciaal voertuig";"Totaal hybrides";"2022 februari*";0
"Speciaal voertuig";"Totaal hybrides";"2022 maart*";0
"Speciaal voertuig";"Totaal hybrides";"2022 april*";0
"Speciaal voertuig";"Totaal hybrides";"2022 mei*";0
"Speciaal voertuig";"Totaal hybrides";"2022 juni*";0
"Speciaal voertuig";"Totaal hybrides";"2022 juli*";1
"Speciaal voertuig";"Totaal hybrides";"2022 augustus*";1
"Speciaal voertuig";"Totaal hybrides";"2022 september*";0
"Speciaal voertuig";"Totaal hybrides";"2022 oktober*";1
"Speciaal voertuig";"Totaal hybrides";"2022 november*";0
"Speciaal voertuig";"Totaal hybrides";"2022 december*";0
"Speciaal voertuig";"Totaal hybrides";"2023 januari*";0
"Speciaal voertuig";"Totaal hybrides";"2023 februari*";1
"Speciaal voertuig";"Totaal hybrides";"2023 maart*";0
"Speciaal voertuig";"Totaal hybrides";"2023 april*";0
"Speciaal voertuig";"Totaal hybrides";"2023 mei*";0
"Speciaal voertuig";"Totaal hybrides";"2023 juni*";0
"Speciaal voertuig";"Totaal hybrides";"2023 juli*";1
"Speciaal voertuig";"Totaal hybrides";"2023 augustus*";0
"Speciaal voertuig";"Totaal hybrides";"2023 september*";0
"Speciaal voertuig";"Totaal hybrides";"2023 oktober*";0
"Speciaal voertuig";"Totaal hybrides";"2023 november*";2
"Speciaal voertuig";"Totaal hybrides";"2023 december*";0
"Speciaal voertuig";"Totaal hybrides";"2024 januari*";1
"Speciaal voertuig";"Totaal hybrides";"2024 februari*";2
"Speciaal voertuig";"Totaal hybrides";"2024 maart*";1
"Speciaal voertuig";"Totaal hybrides";"2024 april*";1
"Speciaal voertuig";"Totaal hybrides";"2024 mei*";2
"Speciaal voertuig";"Totaal hybrides";"2024 juni*";1
"Speciaal voertuig";"Totaal hybrides";"2024 juli*";1
"Speciaal voertuig";"Totaal hybrides";"2024 augustus*";0
"Speciaal voertuig";"Totaal hybrides";"2024 september*";2
"Speciaal voertuig";"Totaal hybrides";"2024 oktober*";2
"Speciaal voertuig";"Totaal hybrides";"2024 november*";2
"Speciaal voertuig";"Totaal hybrides";"2024 december*";4
"Speciaal voertuig";"Totaal hybrides";"2025 januari*";1
"Speciaal voertuig";"Totaal hybrides";"2025 februari*";1
"Speciaal voertuig";"Totaal hybrides";"2025 maart*";3
"Speciaal voertuig";"Totaal hybrides";"2025 april*";0
"Speciaal voertuig";"Totaal hybrides";"2025 mei*";2
"Speciaal voertuig";"Totaal hybrides";"2025 juni*";0
"Speciaal voertuig";"Totaal hybrides";"2025 juli*";1
"Speciaal voertuig";"Totaal hybrides";"2025 augustus*";0
"Speciaal voertuig";"Totaal hybrides";"2025 september*";1
"Speciaal voertuig";"Overige/onbekende brandstof";"2021 januari";3
"Speciaal voertuig";"Overige/onbekende brandstof";"2021 februari";3
"Speciaal voertuig";"Overige/onbekende brandstof";"2021 maart";5
"Speciaal voertuig";"Overige/onbekende brandstof";"2021 april";6
"Speciaal voertuig";"Overige/onbekende brandstof";"2021 mei";9
"Speciaal voertuig";"Overige/onbekende brandstof";"2021 juni";8
"Speciaal voertuig";"Overige/onbekende brandstof";"2021 juli";15
"Speciaal voertuig";"Overige/onbekende brandstof";"2021 augustus";4
"Speciaal voertuig";"Overige/onbekende brandstof";"2021 september";4
"Speciaal voertuig";"Overige/onbekende brandstof";"2021 oktober";3
"Speciaal voertuig";"Overige/onbekende brandstof";"2021 november";3
"Speciaal voertuig";"Overige/onbekende brandstof";"2021 december";2
"Speciaal voertuig";"Overige/onbekende brandstof";"2022 januari*";2
"Speciaal voertuig";"Overige/onbekende brandstof";"2022 februari*";2
"Speciaal voertuig";"Overige/onbekende brandstof";"2022 maart*";3
"Speciaal voertuig";"Overige/onbekende brandstof";"2022 april*";0
"Speciaal voertuig";"Overige/onbekende brandstof";"2022 mei*";1
"Speciaal voertuig";"Overige/onbekende brandstof";"2022 juni*";6
"Speciaal voertuig";"Overige/onbekende brandstof";"2022 juli*";11
"Speciaal voertuig";"Overige/onbekende brandstof";"2022 augustus*";3
"Speciaal voertuig";"Overige/onbekende brandstof";"2022 september*";2
"Speciaal voertuig";"Overige/onbekende brandstof";"2022 oktober*";1
"Speciaal voertuig";"Overige/onbekende brandstof";"2022 november*";1
"Speciaal voertuig";"Overige/onbekende brandstof";"2022 december*";1
"Speciaal voertuig";"Overige/onbekende brandstof";"2023 januari*";19
"Speciaal voertuig";"Overige/onbekende brandstof";"2023 februari*";0
"Speciaal voertuig";"Overige/onbekende brandstof";"2023 maart*";0
"Speciaal voertuig";"Overige/onbekende brandstof";"2023 april*";5
"Speciaal voertuig";"Overige/onbekende brandstof";"2023 mei*";1
"Speciaal voertuig";"Overige/onbekende brandstof";"2023 juni*";3
"Speciaal voertuig";"Overige/onbekende brandstof";"2023 juli*";4
"Speciaal voertuig";"Overige/onbekende brandstof";"2023 augustus*";7
"Speciaal voertuig";"Overige/onbekende brandstof";"2023 september*";4
"Speciaal voertuig";"Overige/onbekende brandstof";"2023 oktober*";2
"Speciaal voertuig";"Overige/onbekende brandstof";"2023 november*";2
"Speciaal voertuig";"Overige/onbekende brandstof";"2023 december*";2
"Speciaal voertuig";"Overige/onbekende brandstof";"2024 januari*";0
"Speciaal voertuig";"Overige/onbekende brandstof";"2024 februari*";4
"Speciaal voertuig";"Overige/onbekende brandstof";"2024 maart*";4
"Speciaal voertuig";"Overige/onbekende brandstof";"2024 april*";18
"Speciaal voertuig";"Overige/onbekende brandstof";"2024 mei*";0
"Speciaal voertuig";"Overige/onbekende brandstof";"2024 juni*";1
"Speciaal voertuig";"Overige/onbekende brandstof";"2024 juli*";3
"Speciaal voertuig";"Overige/onbekende brandstof";"2024 augustus*";1
"Speciaal voertuig";"Overige/onbekende brandstof";"2024 september*";2
"Speciaal voertuig";"Overige/onbekende brandstof";"2024 oktober*";3
"Speciaal voertuig";"Overige/onbekende brandstof";"2024 november*";4
"Speciaal voertuig";"Overige/onbekende brandstof";"2024 december*";3
"Speciaal voertuig";"Overige/onbekende brandstof";"2025 januari*";5
"Speciaal voertuig";"Overige/onbekende brandstof";"2025 februari*";1
"Speciaal voertuig";"Overige/onbekende brandstof";"2025 maart*";2
"Speciaal voertuig";"Overige/onbekende brandstof";"2025 april*";1
"Speciaal voertuig";"Overige/onbekende brandstof";"2025 mei*";3
"Speciaal voertuig";"Overige/onbekende brandstof";"2025 juni*";6
"Speciaal voertuig";"Overige/onbekende brandstof";"2025 juli*";1
"Speciaal voertuig";"Overige/onbekende brandstof";"2025 augustus*";0
"Speciaal voertuig";"Overige/onbekende brandstof";"2025 september*";9
"Autobus";"Totaal";"2021 januari";109
"Autobus";"Totaal";"2021 februari";89
"Autobus";"Totaal";"2021 maart";137
"Autobus";"Totaal";"2021 april";171
"Autobus";"Totaal";"2021 mei";53
"Autobus";"Totaal";"2021 juni";177
"Autobus";"Totaal";"2021 juli";138
"Autobus";"Totaal";"2021 augustus";83
"Autobus";"Totaal";"2021 september";151
"Autobus";"Totaal";"2021 oktober";94
"Autobus";"Totaal";"2021 november";77
"Autobus";"Totaal";"2021 december";66
"Autobus";"Totaal";"2022 januari*";114
"Autobus";"Totaal";"2022 februari*";120
"Autobus";"Totaal";"2022 maart*";130
"Autobus";"Totaal";"2022 april*";146
"Autobus";"Totaal";"2022 mei*";141
"Autobus";"Totaal";"2022 juni*";105
"Autobus";"Totaal";"2022 juli*";85
"Autobus";"Totaal";"2022 augustus*";77
"Autobus";"Totaal";"2022 september*";81
"Autobus";"Totaal";"2022 oktober*";55
"Autobus";"Totaal";"2022 november*";81
"Autobus";"Totaal";"2022 december*";317
"Autobus";"Totaal";"2023 januari*";109
"Autobus";"Totaal";"2023 februari*";100
"Autobus";"Totaal";"2023 maart*";84
"Autobus";"Totaal";"2023 april*";125
"Autobus";"Totaal";"2023 mei*";85
"Autobus";"Totaal";"2023 juni*";72
"Autobus";"Totaal";"2023 juli*";89
"Autobus";"Totaal";"2023 augustus*";59
"Autobus";"Totaal";"2023 september*";56
"Autobus";"Totaal";"2023 oktober*";73
"Autobus";"Totaal";"2023 november*";97
"Autobus";"Totaal";"2023 december*";284
"Autobus";"Totaal";"2024 januari*";130
"Autobus";"Totaal";"2024 februari*";79
"Autobus";"Totaal";"2024 maart*";168
"Autobus";"Totaal";"2024 april*";140
"Autobus";"Totaal";"2024 mei*";173
"Autobus";"Totaal";"2024 juni*";115
"Autobus";"Totaal";"2024 juli*";131
"Autobus";"Totaal";"2024 augustus*";68
"Autobus";"Totaal";"2024 september*";116
"Autobus";"Totaal";"2024 oktober*";111
"Autobus";"Totaal";"2024 november*";196
"Autobus";"Totaal";"2024 december*";518
"Autobus";"Totaal";"2025 januari*";147
"Autobus";"Totaal";"2025 februari*";109
"Autobus";"Totaal";"2025 maart*";161
"Autobus";"Totaal";"2025 april*";147
"Autobus";"Totaal";"2025 mei*";187
"Autobus";"Totaal";"2025 juni*";173
"Autobus";"Totaal";"2025 juli*";232
"Autobus";"Totaal";"2025 augustus*";179
"Autobus";"Totaal";"2025 september*";102
"Autobus";"Benzine";"2021 januari";0
"Autobus";"Benzine";"2021 februari";1
"Autobus";"Benzine";"2021 maart";0
"Autobus";"Benzine";"2021 april";0
"Autobus";"Benzine";"2021 mei";0
"Autobus";"Benzine";"2021 juni";1
"Autobus";"Benzine";"2021 juli";0
"Autobus";"Benzine";"2021 augustus";2
"Autobus";"Benzine";"2021 september";0
"Autobus";"Benzine";"2021 oktober";0
"Autobus";"Benzine";"2021 november";0
"Autobus";"Benzine";"2021 december";0
"Autobus";"Benzine";"2022 januari*";0
"Autobus";"Benzine";"2022 februari*";1
"Autobus";"Benzine";"2022 maart*";0
"Autobus";"Benzine";"2022 april*";0
"Autobus";"Benzine";"2022 mei*";0
"Autobus";"Benzine";"2022 juni*";0
"Autobus";"Benzine";"2022 juli*";0
"Autobus";"Benzine";"2022 augustus*";0
"Autobus";"Benzine";"2022 september*";0
"Autobus";"Benzine";"2022 oktober*";0
"Autobus";"Benzine";"2022 november*";0
"Autobus";"Benzine";"2022 december*";0
"Autobus";"Benzine";"2023 januari*";0
"Autobus";"Benzine";"2023 februari*";0
"Autobus";"Benzine";"2023 maart*";0
"Autobus";"Benzine";"2023 april*";0
"Autobus";"Benzine";"2023 mei*";0
"Autobus";"Benzine";"2023 juni*";0
"Autobus";"Benzine";"2023 juli*";0
"Autobus";"Benzine";"2023 augustus*";0
"Autobus";"Benzine";"2023 september*";0
"Autobus";"Benzine";"2023 oktober*";0
"Autobus";"Benzine";"2023 november*";0
"Autobus";"Benzine";"2023 december*";0
"Autobus";"Benzine";"2024 januari*";0
"Autobus";"Benzine";"2024 februari*";0
"Autobus";"Benzine";"2024 maart*";1
"Autobus";"Benzine";"2024 april*";0
"Autobus";"Benzine";"2024 mei*";1
"Autobus";"Benzine";"2024 juni*";0
"Autobus";"Benzine";"2024 juli*";1
"Autobus";"Benzine";"2024 augustus*";0
"Autobus";"Benzine";"2024 september*";0
"Autobus";"Benzine";"2024 oktober*";1
"Autobus";"Benzine";"2024 november*";0
"Autobus";"Benzine";"2024 december*";0
"Autobus";"Benzine";"2025 januari*";1
"Autobus";"Benzine";"2025 februari*";0
"Autobus";"Benzine";"2025 maart*";0
"Autobus";"Benzine";"2025 april*";0
"Autobus";"Benzine";"2025 mei*";0
"Autobus";"Benzine";"2025 juni*";0
"Autobus";"Benzine";"2025 juli*";0
"Autobus";"Benzine";"2025 augustus*";0
"Autobus";"Benzine";"2025 september*";0
"Autobus";"Diesel";"2021 januari";77
"Autobus";"Diesel";"2021 februari";65
"Autobus";"Diesel";"2021 maart";95
"Autobus";"Diesel";"2021 april";145
"Autobus";"Diesel";"2021 mei";51
"Autobus";"Diesel";"2021 juni";149
"Autobus";"Diesel";"2021 juli";138
"Autobus";"Diesel";"2021 augustus";69
"Autobus";"Diesel";"2021 september";122
"Autobus";"Diesel";"2021 oktober";86
"Autobus";"Diesel";"2021 november";72
"Autobus";"Diesel";"2021 december";50
"Autobus";"Diesel";"2022 januari*";97
"Autobus";"Diesel";"2022 februari*";114
"Autobus";"Diesel";"2022 maart*";107
"Autobus";"Diesel";"2022 april*";115
"Autobus";"Diesel";"2022 mei*";105
"Autobus";"Diesel";"2022 juni*";97
"Autobus";"Diesel";"2022 juli*";81
"Autobus";"Diesel";"2022 augustus*";77
"Autobus";"Diesel";"2022 september*";79
"Autobus";"Diesel";"2022 oktober*";55
"Autobus";"Diesel";"2022 november*";80
"Autobus";"Diesel";"2022 december*";80
"Autobus";"Diesel";"2023 januari*";105
"Autobus";"Diesel";"2023 februari*";98
"Autobus";"Diesel";"2023 maart*";76
"Autobus";"Diesel";"2023 april*";101
"Autobus";"Diesel";"2023 mei*";80
"Autobus";"Diesel";"2023 juni*";61
"Autobus";"Diesel";"2023 juli*";75
"Autobus";"Diesel";"2023 augustus*";55
"Autobus";"Diesel";"2023 september*";45
"Autobus";"Diesel";"2023 oktober*";62
"Autobus";"Diesel";"2023 november*";72
"Autobus";"Diesel";"2023 december*";161
"Autobus";"Diesel";"2024 januari*";124
"Autobus";"Diesel";"2024 februari*";71
"Autobus";"Diesel";"2024 maart*";143
"Autobus";"Diesel";"2024 april*";118
"Autobus";"Diesel";"2024 mei*";122
"Autobus";"Diesel";"2024 juni*";72
"Autobus";"Diesel";"2024 juli*";90
"Autobus";"Diesel";"2024 augustus*";58
"Autobus";"Diesel";"2024 september*";80
"Autobus";"Diesel";"2024 oktober*";79
"Autobus";"Diesel";"2024 november*";155
"Autobus";"Diesel";"2024 december*";319
"Autobus";"Diesel";"2025 januari*";73
"Autobus";"Diesel";"2025 februari*";74
"Autobus";"Diesel";"2025 maart*";116
"Autobus";"Diesel";"2025 april*";99
"Autobus";"Diesel";"2025 mei*";133
"Autobus";"Diesel";"2025 juni*";80
"Autobus";"Diesel";"2025 juli*";118
"Autobus";"Diesel";"2025 augustus*";107
"Autobus";"Diesel";"2025 september*";66
"Autobus";"Lpg";"2021 januari";0
"Autobus";"Lpg";"2021 februari";0
"Autobus";"Lpg";"2021 maart";0
"Autobus";"Lpg";"2021 april";0
"Autobus";"Lpg";"2021 mei";0
"Autobus";"Lpg";"2021 juni";0
"Autobus";"Lpg";"2021 juli";0
"Autobus";"Lpg";"2021 augustus";0
"Autobus";"Lpg";"2021 september";0
"Autobus";"Lpg";"2021 oktober";0
"Autobus";"Lpg";"2021 november";0
"Autobus";"Lpg";"2021 december";0
"Autobus";"Lpg";"2022 januari*";0
"Autobus";"Lpg";"2022 februari*";0
"Autobus";"Lpg";"2022 maart*";0
"Autobus";"Lpg";"2022 april*";0
"Autobus";"Lpg";"2022 mei*";0
"Autobus";"Lpg";"2022 juni*";0
"Autobus";"Lpg";"2022 juli*";0
"Autobus";"Lpg";"2022 augustus*";0
"Autobus";"Lpg";"2022 september*";1
"Autobus";"Lpg";"2022 oktober*";0
"Autobus";"Lpg";"2022 november*";0
"Autobus";"Lpg";"2022 december*";0
"Autobus";"Lpg";"2023 januari*";0
"Autobus";"Lpg";"2023 februari*";0
"Autobus";"Lpg";"2023 maart*";0
"Autobus";"Lpg";"2023 april*";0
"Autobus";"Lpg";"2023 mei*";0
"Autobus";"Lpg";"2023 juni*";0
"Autobus";"Lpg";"2023 juli*";0
"Autobus";"Lpg";"2023 augustus*";0
